1498460183323,08:96:d7:d1:20:71,-79;,20:b3:99:f4:3d:81,-80;,4c:09:d4:0c:fd:5d,-82;,9e:c7:a6:83:ce:87,-83;,9c:c7:a6:83:ce:87,-83;,4c:09:d4:0c:fd:5b,-78;,20:b3:99:f4:3d:80,-78;,4c:09:d4:0c:fd:5e,-85;,ea:b2:ac:ea:6c:93,-83;,a4:2b:b0:ab:e6:e3,-85;,4c:09:d4:0c:fd:5c,-81;,08:96:d7:d1:20:70,-77;,14:b9:68:32:50:63,-81;,54:a0:50:76:0b:18,-82;,98:e7:f4:43:c2:00,-83;,c0:4a:00:f7:73:24,-84;,00:1b:2f:ab:d9:12,-82;,,903d185fccf839df
1498460196062,08:96:d7:d1:20:71,-85;,20:b3:99:f4:3d:81,-85;,4c:09:d4:0c:fd:5d,-88;,9e:c7:a6:83:ce:87,-88;,9c:c7:a6:83:ce:87,-89;,20:b3:99:f4:3d:80,-84;,4c:09:d4:0c:fd:5e,-90;,4c:09:d4:0c:fd:5c,-77;,54:a0:50:76:0b:18,-86;,ec:1f:72:70:10:37,-78;,9c:c7:a6:83:ce:8b,-81;,9e:c7:a6:83:ce:8b,-82;,24:65:11:b0:ea:7b,-86;,62:28:6d:50:b7:97,-87;,1a:4f:32:67:2f:a1,-87;,,903d185fccf839df
1498460196362,08:96:d7:d1:20:71,-85;,20:b3:99:f4:3d:81,-85;,4c:09:d4:0c:fd:5d,-88;,9e:c7:a6:83:ce:87,-88;,9c:c7:a6:83:ce:87,-89;,20:b3:99:f4:3d:80,-84;,4c:09:d4:0c:fd:5e,-90;,4c:09:d4:0c:fd:5c,-77;,54:a0:50:76:0b:18,-86;,ec:1f:72:70:10:37,-78;,9c:c7:a6:83:ce:8b,-81;,9e:c7:a6:83:ce:8b,-82;,24:65:11:b0:ea:7b,-86;,62:28:6d:50:b7:97,-87;,1a:4f:32:67:2f:a1,-87;,,903d185fccf839df
1498460196665,08:96:d7:d1:20:71,-85;,20:b3:99:f4:3d:81,-85;,4c:09:d4:0c:fd:5d,-88;,9e:c7:a6:83:ce:87,-88;,9c:c7:a6:83:ce:87,-89;,20:b3:99:f4:3d:80,-84;,4c:09:d4:0c:fd:5e,-90;,4c:09:d4:0c:fd:5c,-77;,54:a0:50:76:0b:18,-86;,ec:1f:72:70:10:37,-78;,9c:c7:a6:83:ce:8b,-81;,9e:c7:a6:83:ce:8b,-82;,24:65:11:b0:ea:7b,-86;,62:28:6d:50:b7:97,-87;,1a:4f:32:67:2f:a1,-87;,,903d185fccf839df
1498460196968,08:96:d7:d1:20:71,-85;,20:b3:99:f4:3d:81,-85;,4c:09:d4:0c:fd:5d,-88;,9e:c7:a6:83:ce:87,-88;,9c:c7:a6:83:ce:87,-89;,20:b3:99:f4:3d:80,-84;,4c:09:d4:0c:fd:5e,-90;,4c:09:d4:0c:fd:5c,-77;,54:a0:50:76:0b:18,-86;,ec:1f:72:70:10:37,-78;,9c:c7:a6:83:ce:8b,-81;,9e:c7:a6:83:ce:8b,-82;,24:65:11:b0:ea:7b,-86;,62:28:6d:50:b7:97,-87;,1a:4f:32:67:2f:a1,-87;,,903d185fccf839df
1498460197262,08:96:d7:d1:20:71,-85;,20:b3:99:f4:3d:81,-85;,4c:09:d4:0c:fd:5d,-88;,9e:c7:a6:83:ce:87,-88;,9c:c7:a6:83:ce:87,-89;,20:b3:99:f4:3d:80,-84;,4c:09:d4:0c:fd:5e,-90;,4c:09:d4:0c:fd:5c,-77;,54:a0:50:76:0b:18,-86;,ec:1f:72:70:10:37,-78;,9c:c7:a6:83:ce:8b,-81;,9e:c7:a6:83:ce:8b,-82;,24:65:11:b0:ea:7b,-86;,62:28:6d:50:b7:97,-87;,1a:4f:32:67:2f:a1,-87;,,903d185fccf839df
1498460197567,08:96:d7:d1:20:71,-85;,20:b3:99:f4:3d:81,-85;,4c:09:d4:0c:fd:5d,-88;,9e:c7:a6:83:ce:87,-88;,9c:c7:a6:83:ce:87,-89;,20:b3:99:f4:3d:80,-84;,4c:09:d4:0c:fd:5e,-90;,4c:09:d4:0c:fd:5c,-77;,54:a0:50:76:0b:18,-86;,ec:1f:72:70:10:37,-78;,9c:c7:a6:83:ce:8b,-81;,9e:c7:a6:83:ce:8b,-82;,24:65:11:b0:ea:7b,-86;,62:28:6d:50:b7:97,-87;,1a:4f:32:67:2f:a1,-87;,,903d185fccf839df
1498460197865,08:96:d7:d1:20:71,-85;,20:b3:99:f4:3d:81,-85;,4c:09:d4:0c:fd:5d,-88;,9e:c7:a6:83:ce:87,-88;,9c:c7:a6:83:ce:87,-89;,20:b3:99:f4:3d:80,-84;,4c:09:d4:0c:fd:5e,-90;,4c:09:d4:0c:fd:5c,-77;,54:a0:50:76:0b:18,-86;,ec:1f:72:70:10:37,-78;,9c:c7:a6:83:ce:8b,-81;,9e:c7:a6:83:ce:8b,-82;,24:65:11:b0:ea:7b,-86;,62:28:6d:50:b7:97,-87;,1a:4f:32:67:2f:a1,-87;,,903d185fccf839df
1498460198165,08:96:d7:d1:20:71,-85;,20:b3:99:f4:3d:81,-85;,4c:09:d4:0c:fd:5d,-88;,9e:c7:a6:83:ce:87,-88;,9c:c7:a6:83:ce:87,-89;,20:b3:99:f4:3d:80,-84;,4c:09:d4:0c:fd:5e,-90;,4c:09:d4:0c:fd:5c,-77;,54:a0:50:76:0b:18,-86;,ec:1f:72:70:10:37,-78;,9c:c7:a6:83:ce:8b,-81;,9e:c7:a6:83:ce:8b,-82;,24:65:11:b0:ea:7b,-86;,62:28:6d:50:b7:97,-87;,1a:4f:32:67:2f:a1,-87;,,903d185fccf839df
1498460198468,08:96:d7:d1:20:71,-85;,20:b3:99:f4:3d:81,-85;,4c:09:d4:0c:fd:5d,-88;,9e:c7:a6:83:ce:87,-88;,9c:c7:a6:83:ce:87,-89;,20:b3:99:f4:3d:80,-84;,4c:09:d4:0c:fd:5e,-90;,4c:09:d4:0c:fd:5c,-77;,54:a0:50:76:0b:18,-86;,ec:1f:72:70:10:37,-78;,9c:c7:a6:83:ce:8b,-81;,9e:c7:a6:83:ce:8b,-82;,24:65:11:b0:ea:7b,-86;,62:28:6d:50:b7:97,-87;,1a:4f:32:67:2f:a1,-87;,,903d185fccf839df
1498460198771,08:96:d7:d1:20:71,-85;,20:b3:99:f4:3d:81,-85;,4c:09:d4:0c:fd:5d,-88;,9e:c7:a6:83:ce:87,-88;,9c:c7:a6:83:ce:87,-89;,20:b3:99:f4:3d:80,-84;,4c:09:d4:0c:fd:5e,-90;,4c:09:d4:0c:fd:5c,-77;,54:a0:50:76:0b:18,-86;,ec:1f:72:70:10:37,-78;,9c:c7:a6:83:ce:8b,-81;,9e:c7:a6:83:ce:8b,-82;,24:65:11:b0:ea:7b,-86;,62:28:6d:50:b7:97,-87;,1a:4f:32:67:2f:a1,-87;,,903d185fccf839df
1498460199067,08:96:d7:d1:20:71,-85;,20:b3:99:f4:3d:81,-85;,4c:09:d4:0c:fd:5d,-88;,9e:c7:a6:83:ce:87,-88;,9c:c7:a6:83:ce:87,-89;,20:b3:99:f4:3d:80,-84;,4c:09:d4:0c:fd:5e,-90;,4c:09:d4:0c:fd:5c,-77;,54:a0:50:76:0b:18,-86;,ec:1f:72:70:10:37,-78;,9c:c7:a6:83:ce:8b,-81;,9e:c7:a6:83:ce:8b,-82;,24:65:11:b0:ea:7b,-86;,62:28:6d:50:b7:97,-87;,1a:4f:32:67:2f:a1,-87;,,903d185fccf839df
1498460199368,08:96:d7:d1:20:71,-85;,20:b3:99:f4:3d:81,-85;,4c:09:d4:0c:fd:5d,-88;,9e:c7:a6:83:ce:87,-88;,9c:c7:a6:83:ce:87,-89;,20:b3:99:f4:3d:80,-84;,4c:09:d4:0c:fd:5e,-90;,4c:09:d4:0c:fd:5c,-77;,54:a0:50:76:0b:18,-86;,ec:1f:72:70:10:37,-78;,9c:c7:a6:83:ce:8b,-81;,9e:c7:a6:83:ce:8b,-82;,24:65:11:b0:ea:7b,-86;,62:28:6d:50:b7:97,-87;,1a:4f:32:67:2f:a1,-87;,,903d185fccf839df
1498460199675,08:96:d7:d1:20:71,-85;,20:b3:99:f4:3d:81,-85;,4c:09:d4:0c:fd:5d,-88;,9e:c7:a6:83:ce:87,-88;,9c:c7:a6:83:ce:87,-89;,20:b3:99:f4:3d:80,-84;,4c:09:d4:0c:fd:5e,-90;,4c:09:d4:0c:fd:5c,-77;,54:a0:50:76:0b:18,-86;,ec:1f:72:70:10:37,-78;,9c:c7:a6:83:ce:8b,-81;,9e:c7:a6:83:ce:8b,-82;,24:65:11:b0:ea:7b,-86;,62:28:6d:50:b7:97,-87;,1a:4f:32:67:2f:a1,-87;,,903d185fccf839df
1498460199970,08:96:d7:d1:20:71,-85;,20:b3:99:f4:3d:81,-85;,4c:09:d4:0c:fd:5d,-88;,9e:c7:a6:83:ce:87,-88;,9c:c7:a6:83:ce:87,-89;,20:b3:99:f4:3d:80,-84;,4c:09:d4:0c:fd:5e,-90;,4c:09:d4:0c:fd:5c,-77;,54:a0:50:76:0b:18,-86;,ec:1f:72:70:10:37,-78;,9c:c7:a6:83:ce:8b,-81;,9e:c7:a6:83:ce:8b,-82;,24:65:11:b0:ea:7b,-86;,62:28:6d:50:b7:97,-87;,1a:4f:32:67:2f:a1,-87;,,903d185fccf839df
1498460200272,08:96:d7:d1:20:71,-85;,20:b3:99:f4:3d:81,-85;,4c:09:d4:0c:fd:5d,-88;,9e:c7:a6:83:ce:87,-88;,9c:c7:a6:83:ce:87,-89;,20:b3:99:f4:3d:80,-84;,4c:09:d4:0c:fd:5e,-90;,4c:09:d4:0c:fd:5c,-77;,54:a0:50:76:0b:18,-86;,ec:1f:72:70:10:37,-78;,9c:c7:a6:83:ce:8b,-81;,9e:c7:a6:83:ce:8b,-82;,24:65:11:b0:ea:7b,-86;,62:28:6d:50:b7:97,-87;,1a:4f:32:67:2f:a1,-87;,,903d185fccf839df
1498460200573,08:96:d7:d1:20:71,-85;,20:b3:99:f4:3d:81,-85;,4c:09:d4:0c:fd:5d,-88;,9e:c7:a6:83:ce:87,-88;,9c:c7:a6:83:ce:87,-89;,20:b3:99:f4:3d:80,-84;,4c:09:d4:0c:fd:5e,-90;,4c:09:d4:0c:fd:5c,-77;,54:a0:50:76:0b:18,-86;,ec:1f:72:70:10:37,-78;,9c:c7:a6:83:ce:8b,-81;,9e:c7:a6:83:ce:8b,-82;,24:65:11:b0:ea:7b,-86;,62:28:6d:50:b7:97,-87;,1a:4f:32:67:2f:a1,-87;,,903d185fccf839df
1498460200878,08:96:d7:d1:20:71,-85;,20:b3:99:f4:3d:81,-85;,4c:09:d4:0c:fd:5d,-88;,9e:c7:a6:83:ce:87,-88;,9c:c7:a6:83:ce:87,-89;,20:b3:99:f4:3d:80,-84;,4c:09:d4:0c:fd:5e,-90;,4c:09:d4:0c:fd:5c,-77;,54:a0:50:76:0b:18,-86;,ec:1f:72:70:10:37,-78;,9c:c7:a6:83:ce:8b,-81;,9e:c7:a6:83:ce:8b,-82;,24:65:11:b0:ea:7b,-86;,62:28:6d:50:b7:97,-87;,1a:4f:32:67:2f:a1,-87;,,903d185fccf839df
1498460201168,08:96:d7:d1:20:71,-85;,20:b3:99:f4:3d:81,-85;,4c:09:d4:0c:fd:5d,-88;,9e:c7:a6:83:ce:87,-88;,9c:c7:a6:83:ce:87,-89;,20:b3:99:f4:3d:80,-84;,4c:09:d4:0c:fd:5e,-90;,4c:09:d4:0c:fd:5c,-77;,54:a0:50:76:0b:18,-86;,ec:1f:72:70:10:37,-78;,9c:c7:a6:83:ce:8b,-81;,9e:c7:a6:83:ce:8b,-82;,24:65:11:b0:ea:7b,-86;,62:28:6d:50:b7:97,-87;,1a:4f:32:67:2f:a1,-87;,,903d185fccf839df
1498460201469,08:96:d7:d1:20:71,-85;,20:b3:99:f4:3d:81,-85;,4c:09:d4:0c:fd:5d,-88;,9e:c7:a6:83:ce:87,-88;,9c:c7:a6:83:ce:87,-89;,20:b3:99:f4:3d:80,-84;,4c:09:d4:0c:fd:5e,-90;,4c:09:d4:0c:fd:5c,-77;,54:a0:50:76:0b:18,-86;,ec:1f:72:70:10:37,-78;,9c:c7:a6:83:ce:8b,-81;,9e:c7:a6:83:ce:8b,-82;,24:65:11:b0:ea:7b,-86;,62:28:6d:50:b7:97,-87;,1a:4f:32:67:2f:a1,-87;,,903d185fccf839df
1498460201780,08:96:d7:d1:20:71,-85;,20:b3:99:f4:3d:81,-85;,4c:09:d4:0c:fd:5d,-88;,9e:c7:a6:83:ce:87,-88;,9c:c7:a6:83:ce:87,-89;,20:b3:99:f4:3d:80,-84;,4c:09:d4:0c:fd:5e,-90;,4c:09:d4:0c:fd:5c,-77;,54:a0:50:76:0b:18,-86;,ec:1f:72:70:10:37,-78;,9c:c7:a6:83:ce:8b,-81;,9e:c7:a6:83:ce:8b,-82;,24:65:11:b0:ea:7b,-86;,62:28:6d:50:b7:97,-87;,1a:4f:32:67:2f:a1,-87;,,903d185fccf839df
1498460202058,08:96:d7:d1:20:71,-85;,20:b3:99:f4:3d:81,-85;,4c:09:d4:0c:fd:5d,-88;,9e:c7:a6:83:ce:87,-88;,9c:c7:a6:83:ce:87,-89;,20:b3:99:f4:3d:80,-84;,4c:09:d4:0c:fd:5e,-90;,4c:09:d4:0c:fd:5c,-77;,54:a0:50:76:0b:18,-86;,ec:1f:72:70:10:37,-78;,9c:c7:a6:83:ce:8b,-81;,9e:c7:a6:83:ce:8b,-82;,24:65:11:b0:ea:7b,-86;,62:28:6d:50:b7:97,-87;,1a:4f:32:67:2f:a1,-87;,,903d185fccf839df
1498460202366,08:96:d7:d1:20:71,-85;,20:b3:99:f4:3d:81,-85;,4c:09:d4:0c:fd:5d,-88;,9e:c7:a6:83:ce:87,-88;,9c:c7:a6:83:ce:87,-89;,20:b3:99:f4:3d:80,-84;,4c:09:d4:0c:fd:5e,-90;,4c:09:d4:0c:fd:5c,-77;,54:a0:50:76:0b:18,-86;,ec:1f:72:70:10:37,-78;,9c:c7:a6:83:ce:8b,-81;,9e:c7:a6:83:ce:8b,-82;,24:65:11:b0:ea:7b,-86;,62:28:6d:50:b7:97,-87;,1a:4f:32:67:2f:a1,-87;,,903d185fccf839df
1498460202686,08:96:d7:d1:20:71,-85;,20:b3:99:f4:3d:81,-85;,4c:09:d4:0c:fd:5d,-88;,9e:c7:a6:83:ce:87,-88;,9c:c7:a6:83:ce:87,-89;,20:b3:99:f4:3d:80,-84;,4c:09:d4:0c:fd:5e,-90;,4c:09:d4:0c:fd:5c,-77;,54:a0:50:76:0b:18,-86;,ec:1f:72:70:10:37,-78;,9c:c7:a6:83:ce:8b,-81;,9e:c7:a6:83:ce:8b,-82;,24:65:11:b0:ea:7b,-86;,62:28:6d:50:b7:97,-87;,1a:4f:32:67:2f:a1,-87;,,903d185fccf839df
1498460202965,08:96:d7:d1:20:71,-85;,20:b3:99:f4:3d:81,-85;,4c:09:d4:0c:fd:5d,-88;,9e:c7:a6:83:ce:87,-88;,9c:c7:a6:83:ce:87,-89;,20:b3:99:f4:3d:80,-84;,4c:09:d4:0c:fd:5e,-90;,4c:09:d4:0c:fd:5c,-77;,54:a0:50:76:0b:18,-86;,ec:1f:72:70:10:37,-78;,9c:c7:a6:83:ce:8b,-81;,9e:c7:a6:83:ce:8b,-82;,24:65:11:b0:ea:7b,-86;,62:28:6d:50:b7:97,-87;,1a:4f:32:67:2f:a1,-87;,,903d185fccf839df
1498460203282,08:96:d7:d1:20:71,-85;,20:b3:99:f4:3d:81,-85;,4c:09:d4:0c:fd:5d,-88;,9e:c7:a6:83:ce:87,-88;,9c:c7:a6:83:ce:87,-89;,20:b3:99:f4:3d:80,-84;,4c:09:d4:0c:fd:5e,-90;,4c:09:d4:0c:fd:5c,-77;,54:a0:50:76:0b:18,-86;,ec:1f:72:70:10:37,-78;,9c:c7:a6:83:ce:8b,-81;,9e:c7:a6:83:ce:8b,-82;,24:65:11:b0:ea:7b,-86;,62:28:6d:50:b7:97,-87;,1a:4f:32:67:2f:a1,-87;,,903d185fccf839df
1498460203571,08:96:d7:d1:20:71,-85;,20:b3:99:f4:3d:81,-85;,4c:09:d4:0c:fd:5d,-88;,9e:c7:a6:83:ce:87,-88;,9c:c7:a6:83:ce:87,-89;,20:b3:99:f4:3d:80,-84;,4c:09:d4:0c:fd:5e,-90;,4c:09:d4:0c:fd:5c,-77;,54:a0:50:76:0b:18,-86;,ec:1f:72:70:10:37,-78;,9c:c7:a6:83:ce:8b,-81;,9e:c7:a6:83:ce:8b,-82;,24:65:11:b0:ea:7b,-86;,62:28:6d:50:b7:97,-87;,1a:4f:32:67:2f:a1,-87;,,903d185fccf839df
1498460203859,08:96:d7:d1:20:71,-85;,20:b3:99:f4:3d:81,-85;,4c:09:d4:0c:fd:5d,-88;,9e:c7:a6:83:ce:87,-88;,9c:c7:a6:83:ce:87,-89;,20:b3:99:f4:3d:80,-84;,4c:09:d4:0c:fd:5e,-90;,4c:09:d4:0c:fd:5c,-77;,54:a0:50:76:0b:18,-86;,ec:1f:72:70:10:37,-78;,9c:c7:a6:83:ce:8b,-81;,9e:c7:a6:83:ce:8b,-82;,24:65:11:b0:ea:7b,-86;,62:28:6d:50:b7:97,-87;,1a:4f:32:67:2f:a1,-87;,,903d185fccf839df
1498460204173,08:96:d7:d1:20:71,-85;,20:b3:99:f4:3d:81,-85;,4c:09:d4:0c:fd:5d,-88;,9e:c7:a6:83:ce:87,-88;,9c:c7:a6:83:ce:87,-89;,20:b3:99:f4:3d:80,-84;,4c:09:d4:0c:fd:5e,-90;,4c:09:d4:0c:fd:5c,-77;,54:a0:50:76:0b:18,-86;,ec:1f:72:70:10:37,-78;,9c:c7:a6:83:ce:8b,-81;,9e:c7:a6:83:ce:8b,-82;,24:65:11:b0:ea:7b,-86;,62:28:6d:50:b7:97,-87;,1a:4f:32:67:2f:a1,-87;,,903d185fccf839df
1498460204460,08:96:d7:d1:20:71,-85;,20:b3:99:f4:3d:81,-85;,4c:09:d4:0c:fd:5d,-88;,9e:c7:a6:83:ce:87,-88;,9c:c7:a6:83:ce:87,-89;,20:b3:99:f4:3d:80,-84;,4c:09:d4:0c:fd:5e,-90;,4c:09:d4:0c:fd:5c,-77;,54:a0:50:76:0b:18,-86;,ec:1f:72:70:10:37,-78;,9c:c7:a6:83:ce:8b,-81;,9e:c7:a6:83:ce:8b,-82;,24:65:11:b0:ea:7b,-86;,62:28:6d:50:b7:97,-87;,1a:4f:32:67:2f:a1,-87;,,903d185fccf839df
1498460204780,08:96:d7:d1:20:71,-85;,20:b3:99:f4:3d:81,-85;,4c:09:d4:0c:fd:5d,-88;,9e:c7:a6:83:ce:87,-88;,9c:c7:a6:83:ce:87,-89;,20:b3:99:f4:3d:80,-84;,4c:09:d4:0c:fd:5e,-90;,4c:09:d4:0c:fd:5c,-77;,54:a0:50:76:0b:18,-86;,ec:1f:72:70:10:37,-78;,9c:c7:a6:83:ce:8b,-81;,9e:c7:a6:83:ce:8b,-82;,24:65:11:b0:ea:7b,-86;,62:28:6d:50:b7:97,-87;,1a:4f:32:67:2f:a1,-87;,,903d185fccf839df
1498460205066,08:96:d7:d1:20:71,-85;,20:b3:99:f4:3d:81,-85;,4c:09:d4:0c:fd:5d,-88;,9e:c7:a6:83:ce:87,-88;,9c:c7:a6:83:ce:87,-89;,20:b3:99:f4:3d:80,-84;,4c:09:d4:0c:fd:5e,-90;,4c:09:d4:0c:fd:5c,-77;,54:a0:50:76:0b:18,-86;,ec:1f:72:70:10:37,-78;,9c:c7:a6:83:ce:8b,-81;,9e:c7:a6:83:ce:8b,-82;,24:65:11:b0:ea:7b,-86;,62:28:6d:50:b7:97,-87;,1a:4f:32:67:2f:a1,-87;,,903d185fccf839df
1498460205367,08:96:d7:d1:20:71,-85;,20:b3:99:f4:3d:81,-85;,4c:09:d4:0c:fd:5d,-88;,9e:c7:a6:83:ce:87,-88;,9c:c7:a6:83:ce:87,-89;,20:b3:99:f4:3d:80,-84;,4c:09:d4:0c:fd:5e,-90;,4c:09:d4:0c:fd:5c,-77;,54:a0:50:76:0b:18,-86;,ec:1f:72:70:10:37,-78;,9c:c7:a6:83:ce:8b,-81;,9e:c7:a6:83:ce:8b,-82;,24:65:11:b0:ea:7b,-86;,62:28:6d:50:b7:97,-87;,1a:4f:32:67:2f:a1,-87;,,903d185fccf839df
1498460205666,08:96:d7:d1:20:71,-85;,20:b3:99:f4:3d:81,-85;,4c:09:d4:0c:fd:5d,-88;,9e:c7:a6:83:ce:87,-88;,9c:c7:a6:83:ce:87,-89;,20:b3:99:f4:3d:80,-84;,4c:09:d4:0c:fd:5e,-90;,4c:09:d4:0c:fd:5c,-77;,54:a0:50:76:0b:18,-86;,ec:1f:72:70:10:37,-78;,9c:c7:a6:83:ce:8b,-81;,9e:c7:a6:83:ce:8b,-82;,24:65:11:b0:ea:7b,-86;,62:28:6d:50:b7:97,-87;,1a:4f:32:67:2f:a1,-87;,,903d185fccf839df
1498460205975,08:96:d7:d1:20:71,-85;,20:b3:99:f4:3d:81,-85;,4c:09:d4:0c:fd:5d,-88;,9e:c7:a6:83:ce:87,-88;,9c:c7:a6:83:ce:87,-89;,20:b3:99:f4:3d:80,-84;,4c:09:d4:0c:fd:5e,-90;,4c:09:d4:0c:fd:5c,-77;,54:a0:50:76:0b:18,-86;,ec:1f:72:70:10:37,-78;,9c:c7:a6:83:ce:8b,-81;,9e:c7:a6:83:ce:8b,-82;,24:65:11:b0:ea:7b,-86;,62:28:6d:50:b7:97,-87;,1a:4f:32:67:2f:a1,-87;,,903d185fccf839df
1498460206264,08:96:d7:d1:20:71,-85;,20:b3:99:f4:3d:81,-85;,4c:09:d4:0c:fd:5d,-88;,9e:c7:a6:83:ce:87,-88;,9c:c7:a6:83:ce:87,-89;,20:b3:99:f4:3d:80,-84;,4c:09:d4:0c:fd:5e,-90;,4c:09:d4:0c:fd:5c,-77;,54:a0:50:76:0b:18,-86;,ec:1f:72:70:10:37,-78;,9c:c7:a6:83:ce:8b,-81;,9e:c7:a6:83:ce:8b,-82;,24:65:11:b0:ea:7b,-86;,62:28:6d:50:b7:97,-87;,1a:4f:32:67:2f:a1,-87;,,903d185fccf839df
1498460206573,08:96:d7:d1:20:71,-85;,20:b3:99:f4:3d:81,-85;,4c:09:d4:0c:fd:5d,-88;,9e:c7:a6:83:ce:87,-88;,9c:c7:a6:83:ce:87,-89;,20:b3:99:f4:3d:80,-84;,4c:09:d4:0c:fd:5e,-90;,4c:09:d4:0c:fd:5c,-77;,54:a0:50:76:0b:18,-86;,ec:1f:72:70:10:37,-78;,9c:c7:a6:83:ce:8b,-81;,9e:c7:a6:83:ce:8b,-82;,24:65:11:b0:ea:7b,-86;,62:28:6d:50:b7:97,-87;,1a:4f:32:67:2f:a1,-87;,,903d185fccf839df
1498460206864,08:96:d7:d1:20:71,-85;,20:b3:99:f4:3d:81,-85;,4c:09:d4:0c:fd:5d,-88;,9e:c7:a6:83:ce:87,-88;,9c:c7:a6:83:ce:87,-89;,20:b3:99:f4:3d:80,-84;,4c:09:d4:0c:fd:5e,-90;,4c:09:d4:0c:fd:5c,-77;,54:a0:50:76:0b:18,-86;,ec:1f:72:70:10:37,-78;,9c:c7:a6:83:ce:8b,-81;,9e:c7:a6:83:ce:8b,-82;,24:65:11:b0:ea:7b,-86;,62:28:6d:50:b7:97,-87;,1a:4f:32:67:2f:a1,-87;,,903d185fccf839df
1498460207158,08:96:d7:d1:20:71,-85;,20:b3:99:f4:3d:81,-85;,4c:09:d4:0c:fd:5d,-88;,9e:c7:a6:83:ce:87,-88;,9c:c7:a6:83:ce:87,-89;,20:b3:99:f4:3d:80,-84;,4c:09:d4:0c:fd:5e,-90;,4c:09:d4:0c:fd:5c,-77;,54:a0:50:76:0b:18,-86;,ec:1f:72:70:10:37,-78;,9c:c7:a6:83:ce:8b,-81;,9e:c7:a6:83:ce:8b,-82;,24:65:11:b0:ea:7b,-86;,62:28:6d:50:b7:97,-87;,1a:4f:32:67:2f:a1,-87;,,903d185fccf839df
1498460207468,08:96:d7:d1:20:71,-85;,20:b3:99:f4:3d:81,-85;,4c:09:d4:0c:fd:5d,-88;,9e:c7:a6:83:ce:87,-88;,9c:c7:a6:83:ce:87,-89;,20:b3:99:f4:3d:80,-84;,4c:09:d4:0c:fd:5e,-90;,4c:09:d4:0c:fd:5c,-77;,54:a0:50:76:0b:18,-86;,ec:1f:72:70:10:37,-78;,9c:c7:a6:83:ce:8b,-81;,9e:c7:a6:83:ce:8b,-82;,24:65:11:b0:ea:7b,-86;,62:28:6d:50:b7:97,-87;,1a:4f:32:67:2f:a1,-87;,,903d185fccf839df
1498460207766,08:96:d7:d1:20:71,-85;,20:b3:99:f4:3d:81,-85;,4c:09:d4:0c:fd:5d,-88;,9e:c7:a6:83:ce:87,-88;,9c:c7:a6:83:ce:87,-89;,20:b3:99:f4:3d:80,-84;,4c:09:d4:0c:fd:5e,-90;,4c:09:d4:0c:fd:5c,-77;,54:a0:50:76:0b:18,-86;,ec:1f:72:70:10:37,-78;,9c:c7:a6:83:ce:8b,-81;,9e:c7:a6:83:ce:8b,-82;,24:65:11:b0:ea:7b,-86;,62:28:6d:50:b7:97,-87;,1a:4f:32:67:2f:a1,-87;,,903d185fccf839df
1498460208065,08:96:d7:d1:20:71,-85;,20:b3:99:f4:3d:81,-85;,4c:09:d4:0c:fd:5d,-88;,9e:c7:a6:83:ce:87,-88;,9c:c7:a6:83:ce:87,-89;,20:b3:99:f4:3d:80,-84;,4c:09:d4:0c:fd:5e,-90;,4c:09:d4:0c:fd:5c,-77;,54:a0:50:76:0b:18,-86;,ec:1f:72:70:10:37,-78;,9c:c7:a6:83:ce:8b,-81;,9e:c7:a6:83:ce:8b,-82;,24:65:11:b0:ea:7b,-86;,62:28:6d:50:b7:97,-87;,1a:4f:32:67:2f:a1,-87;,,903d185fccf839df
1498460208365,08:96:d7:d1:20:71,-85;,20:b3:99:f4:3d:81,-85;,4c:09:d4:0c:fd:5d,-88;,9e:c7:a6:83:ce:87,-88;,9c:c7:a6:83:ce:87,-89;,20:b3:99:f4:3d:80,-84;,4c:09:d4:0c:fd:5e,-90;,4c:09:d4:0c:fd:5c,-77;,54:a0:50:76:0b:18,-86;,ec:1f:72:70:10:37,-78;,9c:c7:a6:83:ce:8b,-81;,9e:c7:a6:83:ce:8b,-82;,24:65:11:b0:ea:7b,-86;,62:28:6d:50:b7:97,-87;,1a:4f:32:67:2f:a1,-87;,,903d185fccf839df
1498460208664,08:96:d7:d1:20:71,-85;,20:b3:99:f4:3d:81,-85;,4c:09:d4:0c:fd:5d,-88;,9e:c7:a6:83:ce:87,-88;,9c:c7:a6:83:ce:87,-89;,20:b3:99:f4:3d:80,-84;,4c:09:d4:0c:fd:5e,-90;,4c:09:d4:0c:fd:5c,-77;,54:a0:50:76:0b:18,-86;,ec:1f:72:70:10:37,-78;,9c:c7:a6:83:ce:8b,-81;,9e:c7:a6:83:ce:8b,-82;,24:65:11:b0:ea:7b,-86;,62:28:6d:50:b7:97,-87;,1a:4f:32:67:2f:a1,-87;,,903d185fccf839df
1498460208969,08:96:d7:d1:20:71,-85;,20:b3:99:f4:3d:81,-85;,4c:09:d4:0c:fd:5d,-88;,9e:c7:a6:83:ce:87,-88;,9c:c7:a6:83:ce:87,-89;,20:b3:99:f4:3d:80,-84;,4c:09:d4:0c:fd:5e,-90;,4c:09:d4:0c:fd:5c,-77;,54:a0:50:76:0b:18,-86;,ec:1f:72:70:10:37,-78;,9c:c7:a6:83:ce:8b,-81;,9e:c7:a6:83:ce:8b,-82;,24:65:11:b0:ea:7b,-86;,62:28:6d:50:b7:97,-87;,1a:4f:32:67:2f:a1,-87;,,903d185fccf839df
