1494340806099,c8:0e:14:94:73:f6,-89;,20:2b:c1:e9:cc:67,-86;,0e:96:d7:b4:63:50,-83;,b4:a5:ef:3a:1e:e4,-78;,f4:06:8d:20:9e:98,-71;,9c:80:df:df:d8:df,-84;,34:31:c4:51:3e:f7,-68;,82:c7:a6:69:1d:3c,-69;,34:31:c4:2a:41:75,-73;,e8:37:7a:1f:db:e4,-75;,24:69:a5:b0:b9:8c,-75;,f0:99:bf:0b:6e:58,-76;,48:db:50:7e:7d:65,-77;,5c:49:79:4f:18:55,-78;,ec:1a:59:95:f7:9a,-79;,34:31:c4:13:be:78,-80;,30:b5:c2:6e:9d:af,-80;,50:7e:5d:3d:b6:6c,-80;,ac:e8:7b:14:1c:f8,-81;,60:33:4b:e4:80:67,-82;,34:31:c4:cd:99:1f,-82;,5c:4c:a9:d9:ab:87,-83;,c0:25:06:46:45:ff,-83;,10:c6:1f:2c:54:1e,-84;,1c:74:0d:78:67:77,-87;,cc:ce:1e:50:c2:ac,-88;,00:1d:19:6a:b2:a5,-85;,48:db:50:7e:7d:66,-77;,a0:8d:16:46:6d:63,-84;,,903d185fccf839df
1494340806383,c8:0e:14:94:73:f6,-89;,20:2b:c1:e9:cc:67,-86;,0e:96:d7:b4:63:50,-83;,b4:a5:ef:3a:1e:e4,-78;,f4:06:8d:20:9e:98,-71;,9c:80:df:df:d8:df,-84;,34:31:c4:51:3e:f7,-68;,82:c7:a6:69:1d:3c,-69;,34:31:c4:2a:41:75,-73;,e8:37:7a:1f:db:e4,-75;,24:69:a5:b0:b9:8c,-75;,f0:99:bf:0b:6e:58,-76;,48:db:50:7e:7d:65,-77;,5c:49:79:4f:18:55,-78;,ec:1a:59:95:f7:9a,-79;,34:31:c4:13:be:78,-80;,30:b5:c2:6e:9d:af,-80;,50:7e:5d:3d:b6:6c,-80;,ac:e8:7b:14:1c:f8,-81;,60:33:4b:e4:80:67,-82;,34:31:c4:cd:99:1f,-82;,5c:4c:a9:d9:ab:87,-83;,c0:25:06:46:45:ff,-83;,10:c6:1f:2c:54:1e,-84;,1c:74:0d:78:67:77,-87;,cc:ce:1e:50:c2:ac,-88;,00:1d:19:6a:b2:a5,-85;,48:db:50:7e:7d:66,-77;,a0:8d:16:46:6d:63,-84;,,903d185fccf839df
1494340806401,c8:0e:14:94:73:f6,-89;,20:2b:c1:e9:cc:67,-86;,0e:96:d7:b4:63:50,-83;,b4:a5:ef:3a:1e:e4,-78;,f4:06:8d:20:9e:98,-71;,9c:80:df:df:d8:df,-84;,34:31:c4:51:3e:f7,-68;,82:c7:a6:69:1d:3c,-69;,34:31:c4:2a:41:75,-73;,e8:37:7a:1f:db:e4,-75;,24:69:a5:b0:b9:8c,-75;,f0:99:bf:0b:6e:58,-76;,48:db:50:7e:7d:65,-77;,5c:49:79:4f:18:55,-78;,ec:1a:59:95:f7:9a,-79;,34:31:c4:13:be:78,-80;,30:b5:c2:6e:9d:af,-80;,50:7e:5d:3d:b6:6c,-80;,ac:e8:7b:14:1c:f8,-81;,60:33:4b:e4:80:67,-82;,34:31:c4:cd:99:1f,-82;,5c:4c:a9:d9:ab:87,-83;,c0:25:06:46:45:ff,-83;,10:c6:1f:2c:54:1e,-84;,1c:74:0d:78:67:77,-87;,cc:ce:1e:50:c2:ac,-88;,00:1d:19:6a:b2:a5,-85;,48:db:50:7e:7d:66,-77;,a0:8d:16:46:6d:63,-84;,,903d185fccf839df
1494340806688,c8:0e:14:94:73:f6,-89;,20:2b:c1:e9:cc:67,-86;,0e:96:d7:b4:63:50,-83;,b4:a5:ef:3a:1e:e4,-78;,f4:06:8d:20:9e:98,-71;,9c:80:df:df:d8:df,-84;,34:31:c4:51:3e:f7,-68;,82:c7:a6:69:1d:3c,-69;,34:31:c4:2a:41:75,-73;,e8:37:7a:1f:db:e4,-75;,24:69:a5:b0:b9:8c,-75;,f0:99:bf:0b:6e:58,-76;,48:db:50:7e:7d:65,-77;,5c:49:79:4f:18:55,-78;,ec:1a:59:95:f7:9a,-79;,34:31:c4:13:be:78,-80;,30:b5:c2:6e:9d:af,-80;,50:7e:5d:3d:b6:6c,-80;,ac:e8:7b:14:1c:f8,-81;,60:33:4b:e4:80:67,-82;,34:31:c4:cd:99:1f,-82;,5c:4c:a9:d9:ab:87,-83;,c0:25:06:46:45:ff,-83;,10:c6:1f:2c:54:1e,-84;,1c:74:0d:78:67:77,-87;,cc:ce:1e:50:c2:ac,-88;,00:1d:19:6a:b2:a5,-85;,48:db:50:7e:7d:66,-77;,a0:8d:16:46:6d:63,-84;,,903d185fccf839df
1494340806704,c8:0e:14:94:73:f6,-89;,20:2b:c1:e9:cc:67,-86;,0e:96:d7:b4:63:50,-83;,b4:a5:ef:3a:1e:e4,-78;,f4:06:8d:20:9e:98,-71;,9c:80:df:df:d8:df,-84;,34:31:c4:51:3e:f7,-68;,82:c7:a6:69:1d:3c,-69;,34:31:c4:2a:41:75,-73;,e8:37:7a:1f:db:e4,-75;,24:69:a5:b0:b9:8c,-75;,f0:99:bf:0b:6e:58,-76;,48:db:50:7e:7d:65,-77;,5c:49:79:4f:18:55,-78;,ec:1a:59:95:f7:9a,-79;,34:31:c4:13:be:78,-80;,30:b5:c2:6e:9d:af,-80;,50:7e:5d:3d:b6:6c,-80;,ac:e8:7b:14:1c:f8,-81;,60:33:4b:e4:80:67,-82;,34:31:c4:cd:99:1f,-82;,5c:4c:a9:d9:ab:87,-83;,c0:25:06:46:45:ff,-83;,10:c6:1f:2c:54:1e,-84;,1c:74:0d:78:67:77,-87;,cc:ce:1e:50:c2:ac,-88;,00:1d:19:6a:b2:a5,-85;,48:db:50:7e:7d:66,-77;,a0:8d:16:46:6d:63,-84;,,903d185fccf839df
1494340806993,c8:0e:14:94:73:f6,-89;,20:2b:c1:e9:cc:67,-86;,0e:96:d7:b4:63:50,-83;,b4:a5:ef:3a:1e:e4,-78;,f4:06:8d:20:9e:98,-71;,9c:80:df:df:d8:df,-84;,34:31:c4:51:3e:f7,-68;,82:c7:a6:69:1d:3c,-69;,34:31:c4:2a:41:75,-73;,e8:37:7a:1f:db:e4,-75;,24:69:a5:b0:b9:8c,-75;,f0:99:bf:0b:6e:58,-76;,48:db:50:7e:7d:65,-77;,5c:49:79:4f:18:55,-78;,ec:1a:59:95:f7:9a,-79;,34:31:c4:13:be:78,-80;,30:b5:c2:6e:9d:af,-80;,50:7e:5d:3d:b6:6c,-80;,ac:e8:7b:14:1c:f8,-81;,60:33:4b:e4:80:67,-82;,34:31:c4:cd:99:1f,-82;,5c:4c:a9:d9:ab:87,-83;,c0:25:06:46:45:ff,-83;,10:c6:1f:2c:54:1e,-84;,1c:74:0d:78:67:77,-87;,cc:ce:1e:50:c2:ac,-88;,00:1d:19:6a:b2:a5,-85;,48:db:50:7e:7d:66,-77;,a0:8d:16:46:6d:63,-84;,,903d185fccf839df
1494340807009,c8:0e:14:94:73:f6,-89;,20:2b:c1:e9:cc:67,-86;,0e:96:d7:b4:63:50,-83;,b4:a5:ef:3a:1e:e4,-78;,f4:06:8d:20:9e:98,-71;,9c:80:df:df:d8:df,-84;,34:31:c4:51:3e:f7,-68;,82:c7:a6:69:1d:3c,-69;,34:31:c4:2a:41:75,-73;,e8:37:7a:1f:db:e4,-75;,24:69:a5:b0:b9:8c,-75;,f0:99:bf:0b:6e:58,-76;,48:db:50:7e:7d:65,-77;,5c:49:79:4f:18:55,-78;,ec:1a:59:95:f7:9a,-79;,34:31:c4:13:be:78,-80;,30:b5:c2:6e:9d:af,-80;,50:7e:5d:3d:b6:6c,-80;,ac:e8:7b:14:1c:f8,-81;,60:33:4b:e4:80:67,-82;,34:31:c4:cd:99:1f,-82;,5c:4c:a9:d9:ab:87,-83;,c0:25:06:46:45:ff,-83;,10:c6:1f:2c:54:1e,-84;,1c:74:0d:78:67:77,-87;,cc:ce:1e:50:c2:ac,-88;,00:1d:19:6a:b2:a5,-85;,48:db:50:7e:7d:66,-77;,a0:8d:16:46:6d:63,-84;,,903d185fccf839df
1494340807300,c8:0e:14:94:73:f6,-89;,20:2b:c1:e9:cc:67,-86;,0e:96:d7:b4:63:50,-83;,b4:a5:ef:3a:1e:e4,-78;,f4:06:8d:20:9e:98,-71;,9c:80:df:df:d8:df,-84;,34:31:c4:51:3e:f7,-68;,82:c7:a6:69:1d:3c,-69;,34:31:c4:2a:41:75,-73;,e8:37:7a:1f:db:e4,-75;,24:69:a5:b0:b9:8c,-75;,f0:99:bf:0b:6e:58,-76;,48:db:50:7e:7d:65,-77;,5c:49:79:4f:18:55,-78;,ec:1a:59:95:f7:9a,-79;,34:31:c4:13:be:78,-80;,30:b5:c2:6e:9d:af,-80;,50:7e:5d:3d:b6:6c,-80;,ac:e8:7b:14:1c:f8,-81;,60:33:4b:e4:80:67,-82;,34:31:c4:cd:99:1f,-82;,5c:4c:a9:d9:ab:87,-83;,c0:25:06:46:45:ff,-83;,10:c6:1f:2c:54:1e,-84;,1c:74:0d:78:67:77,-87;,cc:ce:1e:50:c2:ac,-88;,00:1d:19:6a:b2:a5,-85;,48:db:50:7e:7d:66,-77;,a0:8d:16:46:6d:63,-84;,,903d185fccf839df
1494340807318,c8:0e:14:94:73:f6,-89;,20:2b:c1:e9:cc:67,-86;,0e:96:d7:b4:63:50,-83;,b4:a5:ef:3a:1e:e4,-78;,f4:06:8d:20:9e:98,-71;,9c:80:df:df:d8:df,-84;,34:31:c4:51:3e:f7,-68;,82:c7:a6:69:1d:3c,-69;,34:31:c4:2a:41:75,-73;,e8:37:7a:1f:db:e4,-75;,24:69:a5:b0:b9:8c,-75;,f0:99:bf:0b:6e:58,-76;,48:db:50:7e:7d:65,-77;,5c:49:79:4f:18:55,-78;,ec:1a:59:95:f7:9a,-79;,34:31:c4:13:be:78,-80;,30:b5:c2:6e:9d:af,-80;,50:7e:5d:3d:b6:6c,-80;,ac:e8:7b:14:1c:f8,-81;,60:33:4b:e4:80:67,-82;,34:31:c4:cd:99:1f,-82;,5c:4c:a9:d9:ab:87,-83;,c0:25:06:46:45:ff,-83;,10:c6:1f:2c:54:1e,-84;,1c:74:0d:78:67:77,-87;,cc:ce:1e:50:c2:ac,-88;,00:1d:19:6a:b2:a5,-85;,48:db:50:7e:7d:66,-77;,a0:8d:16:46:6d:63,-84;,,903d185fccf839df
1494340807593,c8:0e:14:94:73:f6,-89;,20:2b:c1:e9:cc:67,-86;,0e:96:d7:b4:63:50,-83;,b4:a5:ef:3a:1e:e4,-78;,f4:06:8d:20:9e:98,-71;,9c:80:df:df:d8:df,-84;,34:31:c4:51:3e:f7,-68;,82:c7:a6:69:1d:3c,-69;,34:31:c4:2a:41:75,-73;,e8:37:7a:1f:db:e4,-75;,24:69:a5:b0:b9:8c,-75;,f0:99:bf:0b:6e:58,-76;,48:db:50:7e:7d:65,-77;,5c:49:79:4f:18:55,-78;,ec:1a:59:95:f7:9a,-79;,34:31:c4:13:be:78,-80;,30:b5:c2:6e:9d:af,-80;,50:7e:5d:3d:b6:6c,-80;,ac:e8:7b:14:1c:f8,-81;,60:33:4b:e4:80:67,-82;,34:31:c4:cd:99:1f,-82;,5c:4c:a9:d9:ab:87,-83;,c0:25:06:46:45:ff,-83;,10:c6:1f:2c:54:1e,-84;,1c:74:0d:78:67:77,-87;,cc:ce:1e:50:c2:ac,-88;,00:1d:19:6a:b2:a5,-85;,48:db:50:7e:7d:66,-77;,a0:8d:16:46:6d:63,-84;,,903d185fccf839df
1494340807602,c8:0e:14:94:73:f6,-89;,20:2b:c1:e9:cc:67,-86;,0e:96:d7:b4:63:50,-83;,b4:a5:ef:3a:1e:e4,-78;,f4:06:8d:20:9e:98,-71;,9c:80:df:df:d8:df,-84;,34:31:c4:51:3e:f7,-68;,82:c7:a6:69:1d:3c,-69;,34:31:c4:2a:41:75,-73;,e8:37:7a:1f:db:e4,-75;,24:69:a5:b0:b9:8c,-75;,f0:99:bf:0b:6e:58,-76;,48:db:50:7e:7d:65,-77;,5c:49:79:4f:18:55,-78;,ec:1a:59:95:f7:9a,-79;,34:31:c4:13:be:78,-80;,30:b5:c2:6e:9d:af,-80;,50:7e:5d:3d:b6:6c,-80;,ac:e8:7b:14:1c:f8,-81;,60:33:4b:e4:80:67,-82;,34:31:c4:cd:99:1f,-82;,5c:4c:a9:d9:ab:87,-83;,c0:25:06:46:45:ff,-83;,10:c6:1f:2c:54:1e,-84;,1c:74:0d:78:67:77,-87;,cc:ce:1e:50:c2:ac,-88;,00:1d:19:6a:b2:a5,-85;,48:db:50:7e:7d:66,-77;,a0:8d:16:46:6d:63,-84;,,903d185fccf839df
1494340807886,c8:0e:14:94:73:f6,-89;,20:2b:c1:e9:cc:67,-86;,0e:96:d7:b4:63:50,-83;,b4:a5:ef:3a:1e:e4,-78;,f4:06:8d:20:9e:98,-71;,9c:80:df:df:d8:df,-84;,34:31:c4:51:3e:f7,-68;,82:c7:a6:69:1d:3c,-69;,34:31:c4:2a:41:75,-73;,e8:37:7a:1f:db:e4,-75;,24:69:a5:b0:b9:8c,-75;,f0:99:bf:0b:6e:58,-76;,48:db:50:7e:7d:65,-77;,5c:49:79:4f:18:55,-78;,ec:1a:59:95:f7:9a,-79;,34:31:c4:13:be:78,-80;,30:b5:c2:6e:9d:af,-80;,50:7e:5d:3d:b6:6c,-80;,ac:e8:7b:14:1c:f8,-81;,60:33:4b:e4:80:67,-82;,34:31:c4:cd:99:1f,-82;,5c:4c:a9:d9:ab:87,-83;,c0:25:06:46:45:ff,-83;,10:c6:1f:2c:54:1e,-84;,1c:74:0d:78:67:77,-87;,cc:ce:1e:50:c2:ac,-88;,00:1d:19:6a:b2:a5,-85;,48:db:50:7e:7d:66,-77;,a0:8d:16:46:6d:63,-84;,,903d185fccf839df
1494340807908,c8:0e:14:94:73:f6,-89;,20:2b:c1:e9:cc:67,-86;,0e:96:d7:b4:63:50,-83;,b4:a5:ef:3a:1e:e4,-78;,f4:06:8d:20:9e:98,-71;,9c:80:df:df:d8:df,-84;,34:31:c4:51:3e:f7,-68;,82:c7:a6:69:1d:3c,-69;,34:31:c4:2a:41:75,-73;,e8:37:7a:1f:db:e4,-75;,24:69:a5:b0:b9:8c,-75;,f0:99:bf:0b:6e:58,-76;,48:db:50:7e:7d:65,-77;,5c:49:79:4f:18:55,-78;,ec:1a:59:95:f7:9a,-79;,34:31:c4:13:be:78,-80;,30:b5:c2:6e:9d:af,-80;,50:7e:5d:3d:b6:6c,-80;,ac:e8:7b:14:1c:f8,-81;,60:33:4b:e4:80:67,-82;,34:31:c4:cd:99:1f,-82;,5c:4c:a9:d9:ab:87,-83;,c0:25:06:46:45:ff,-83;,10:c6:1f:2c:54:1e,-84;,1c:74:0d:78:67:77,-87;,cc:ce:1e:50:c2:ac,-88;,00:1d:19:6a:b2:a5,-85;,48:db:50:7e:7d:66,-77;,a0:8d:16:46:6d:63,-84;,,903d185fccf839df
1494340808186,c8:0e:14:94:73:f6,-89;,20:2b:c1:e9:cc:67,-86;,0e:96:d7:b4:63:50,-83;,b4:a5:ef:3a:1e:e4,-78;,f4:06:8d:20:9e:98,-71;,9c:80:df:df:d8:df,-84;,34:31:c4:51:3e:f7,-68;,82:c7:a6:69:1d:3c,-69;,34:31:c4:2a:41:75,-73;,e8:37:7a:1f:db:e4,-75;,24:69:a5:b0:b9:8c,-75;,f0:99:bf:0b:6e:58,-76;,48:db:50:7e:7d:65,-77;,5c:49:79:4f:18:55,-78;,ec:1a:59:95:f7:9a,-79;,34:31:c4:13:be:78,-80;,30:b5:c2:6e:9d:af,-80;,50:7e:5d:3d:b6:6c,-80;,ac:e8:7b:14:1c:f8,-81;,60:33:4b:e4:80:67,-82;,34:31:c4:cd:99:1f,-82;,5c:4c:a9:d9:ab:87,-83;,c0:25:06:46:45:ff,-83;,10:c6:1f:2c:54:1e,-84;,1c:74:0d:78:67:77,-87;,cc:ce:1e:50:c2:ac,-88;,00:1d:19:6a:b2:a5,-85;,48:db:50:7e:7d:66,-77;,a0:8d:16:46:6d:63,-84;,,903d185fccf839df
1494340808197,c8:0e:14:94:73:f6,-89;,20:2b:c1:e9:cc:67,-86;,0e:96:d7:b4:63:50,-83;,b4:a5:ef:3a:1e:e4,-78;,f4:06:8d:20:9e:98,-71;,9c:80:df:df:d8:df,-84;,34:31:c4:51:3e:f7,-68;,82:c7:a6:69:1d:3c,-69;,34:31:c4:2a:41:75,-73;,e8:37:7a:1f:db:e4,-75;,24:69:a5:b0:b9:8c,-75;,f0:99:bf:0b:6e:58,-76;,48:db:50:7e:7d:65,-77;,5c:49:79:4f:18:55,-78;,ec:1a:59:95:f7:9a,-79;,34:31:c4:13:be:78,-80;,30:b5:c2:6e:9d:af,-80;,50:7e:5d:3d:b6:6c,-80;,ac:e8:7b:14:1c:f8,-81;,60:33:4b:e4:80:67,-82;,34:31:c4:cd:99:1f,-82;,5c:4c:a9:d9:ab:87,-83;,c0:25:06:46:45:ff,-83;,10:c6:1f:2c:54:1e,-84;,1c:74:0d:78:67:77,-87;,cc:ce:1e:50:c2:ac,-88;,00:1d:19:6a:b2:a5,-85;,48:db:50:7e:7d:66,-77;,a0:8d:16:46:6d:63,-84;,,903d185fccf839df
1494340808488,c8:0e:14:94:73:f6,-89;,20:2b:c1:e9:cc:67,-86;,0e:96:d7:b4:63:50,-83;,b4:a5:ef:3a:1e:e4,-78;,f4:06:8d:20:9e:98,-71;,9c:80:df:df:d8:df,-84;,34:31:c4:51:3e:f7,-68;,82:c7:a6:69:1d:3c,-69;,34:31:c4:2a:41:75,-73;,e8:37:7a:1f:db:e4,-75;,24:69:a5:b0:b9:8c,-75;,f0:99:bf:0b:6e:58,-76;,48:db:50:7e:7d:65,-77;,5c:49:79:4f:18:55,-78;,ec:1a:59:95:f7:9a,-79;,34:31:c4:13:be:78,-80;,30:b5:c2:6e:9d:af,-80;,50:7e:5d:3d:b6:6c,-80;,ac:e8:7b:14:1c:f8,-81;,60:33:4b:e4:80:67,-82;,34:31:c4:cd:99:1f,-82;,5c:4c:a9:d9:ab:87,-83;,c0:25:06:46:45:ff,-83;,10:c6:1f:2c:54:1e,-84;,1c:74:0d:78:67:77,-87;,cc:ce:1e:50:c2:ac,-88;,00:1d:19:6a:b2:a5,-85;,48:db:50:7e:7d:66,-77;,a0:8d:16:46:6d:63,-84;,,903d185fccf839df
1494340808508,c8:0e:14:94:73:f6,-89;,20:2b:c1:e9:cc:67,-86;,0e:96:d7:b4:63:50,-83;,b4:a5:ef:3a:1e:e4,-78;,f4:06:8d:20:9e:98,-71;,9c:80:df:df:d8:df,-84;,34:31:c4:51:3e:f7,-68;,82:c7:a6:69:1d:3c,-69;,34:31:c4:2a:41:75,-73;,e8:37:7a:1f:db:e4,-75;,24:69:a5:b0:b9:8c,-75;,f0:99:bf:0b:6e:58,-76;,48:db:50:7e:7d:65,-77;,5c:49:79:4f:18:55,-78;,ec:1a:59:95:f7:9a,-79;,34:31:c4:13:be:78,-80;,30:b5:c2:6e:9d:af,-80;,50:7e:5d:3d:b6:6c,-80;,ac:e8:7b:14:1c:f8,-81;,60:33:4b:e4:80:67,-82;,34:31:c4:cd:99:1f,-82;,5c:4c:a9:d9:ab:87,-83;,c0:25:06:46:45:ff,-83;,10:c6:1f:2c:54:1e,-84;,1c:74:0d:78:67:77,-87;,cc:ce:1e:50:c2:ac,-88;,00:1d:19:6a:b2:a5,-85;,48:db:50:7e:7d:66,-77;,a0:8d:16:46:6d:63,-84;,,903d185fccf839df
1494340808785,c8:0e:14:94:73:f6,-89;,20:2b:c1:e9:cc:67,-86;,0e:96:d7:b4:63:50,-83;,b4:a5:ef:3a:1e:e4,-78;,f4:06:8d:20:9e:98,-71;,9c:80:df:df:d8:df,-84;,34:31:c4:51:3e:f7,-68;,82:c7:a6:69:1d:3c,-69;,34:31:c4:2a:41:75,-73;,e8:37:7a:1f:db:e4,-75;,24:69:a5:b0:b9:8c,-75;,f0:99:bf:0b:6e:58,-76;,48:db:50:7e:7d:65,-77;,5c:49:79:4f:18:55,-78;,ec:1a:59:95:f7:9a,-79;,34:31:c4:13:be:78,-80;,30:b5:c2:6e:9d:af,-80;,50:7e:5d:3d:b6:6c,-80;,ac:e8:7b:14:1c:f8,-81;,60:33:4b:e4:80:67,-82;,34:31:c4:cd:99:1f,-82;,5c:4c:a9:d9:ab:87,-83;,c0:25:06:46:45:ff,-83;,10:c6:1f:2c:54:1e,-84;,1c:74:0d:78:67:77,-87;,cc:ce:1e:50:c2:ac,-88;,00:1d:19:6a:b2:a5,-85;,48:db:50:7e:7d:66,-77;,a0:8d:16:46:6d:63,-84;,,903d185fccf839df
1494340808797,c8:0e:14:94:73:f6,-89;,20:2b:c1:e9:cc:67,-86;,0e:96:d7:b4:63:50,-83;,b4:a5:ef:3a:1e:e4,-78;,f4:06:8d:20:9e:98,-71;,9c:80:df:df:d8:df,-84;,34:31:c4:51:3e:f7,-68;,82:c7:a6:69:1d:3c,-69;,34:31:c4:2a:41:75,-73;,e8:37:7a:1f:db:e4,-75;,24:69:a5:b0:b9:8c,-75;,f0:99:bf:0b:6e:58,-76;,48:db:50:7e:7d:65,-77;,5c:49:79:4f:18:55,-78;,ec:1a:59:95:f7:9a,-79;,34:31:c4:13:be:78,-80;,30:b5:c2:6e:9d:af,-80;,50:7e:5d:3d:b6:6c,-80;,ac:e8:7b:14:1c:f8,-81;,60:33:4b:e4:80:67,-82;,34:31:c4:cd:99:1f,-82;,5c:4c:a9:d9:ab:87,-83;,c0:25:06:46:45:ff,-83;,10:c6:1f:2c:54:1e,-84;,1c:74:0d:78:67:77,-87;,cc:ce:1e:50:c2:ac,-88;,00:1d:19:6a:b2:a5,-85;,48:db:50:7e:7d:66,-77;,a0:8d:16:46:6d:63,-84;,,903d185fccf839df
1494340809081,c8:0e:14:94:73:f6,-89;,20:2b:c1:e9:cc:67,-86;,0e:96:d7:b4:63:50,-83;,b4:a5:ef:3a:1e:e4,-78;,f4:06:8d:20:9e:98,-71;,9c:80:df:df:d8:df,-84;,34:31:c4:51:3e:f7,-68;,82:c7:a6:69:1d:3c,-69;,34:31:c4:2a:41:75,-73;,e8:37:7a:1f:db:e4,-75;,24:69:a5:b0:b9:8c,-75;,f0:99:bf:0b:6e:58,-76;,48:db:50:7e:7d:65,-77;,5c:49:79:4f:18:55,-78;,ec:1a:59:95:f7:9a,-79;,34:31:c4:13:be:78,-80;,30:b5:c2:6e:9d:af,-80;,50:7e:5d:3d:b6:6c,-80;,ac:e8:7b:14:1c:f8,-81;,60:33:4b:e4:80:67,-82;,34:31:c4:cd:99:1f,-82;,5c:4c:a9:d9:ab:87,-83;,c0:25:06:46:45:ff,-83;,10:c6:1f:2c:54:1e,-84;,1c:74:0d:78:67:77,-87;,cc:ce:1e:50:c2:ac,-88;,00:1d:19:6a:b2:a5,-85;,48:db:50:7e:7d:66,-77;,a0:8d:16:46:6d:63,-84;,,903d185fccf839df
1494340809107,c8:0e:14:94:73:f6,-89;,20:2b:c1:e9:cc:67,-86;,0e:96:d7:b4:63:50,-83;,b4:a5:ef:3a:1e:e4,-78;,f4:06:8d:20:9e:98,-71;,9c:80:df:df:d8:df,-84;,34:31:c4:51:3e:f7,-68;,82:c7:a6:69:1d:3c,-69;,34:31:c4:2a:41:75,-73;,e8:37:7a:1f:db:e4,-75;,24:69:a5:b0:b9:8c,-75;,f0:99:bf:0b:6e:58,-76;,48:db:50:7e:7d:65,-77;,5c:49:79:4f:18:55,-78;,ec:1a:59:95:f7:9a,-79;,34:31:c4:13:be:78,-80;,30:b5:c2:6e:9d:af,-80;,50:7e:5d:3d:b6:6c,-80;,ac:e8:7b:14:1c:f8,-81;,60:33:4b:e4:80:67,-82;,34:31:c4:cd:99:1f,-82;,5c:4c:a9:d9:ab:87,-83;,c0:25:06:46:45:ff,-83;,10:c6:1f:2c:54:1e,-84;,1c:74:0d:78:67:77,-87;,cc:ce:1e:50:c2:ac,-88;,00:1d:19:6a:b2:a5,-85;,48:db:50:7e:7d:66,-77;,a0:8d:16:46:6d:63,-84;,,903d185fccf839df
1494340809396,c8:0e:14:94:73:f6,-89;,20:2b:c1:e9:cc:67,-86;,0e:96:d7:b4:63:50,-83;,b4:a5:ef:3a:1e:e4,-78;,f4:06:8d:20:9e:98,-71;,9c:80:df:df:d8:df,-84;,34:31:c4:51:3e:f7,-68;,82:c7:a6:69:1d:3c,-69;,34:31:c4:2a:41:75,-73;,e8:37:7a:1f:db:e4,-75;,24:69:a5:b0:b9:8c,-75;,f0:99:bf:0b:6e:58,-76;,48:db:50:7e:7d:65,-77;,5c:49:79:4f:18:55,-78;,ec:1a:59:95:f7:9a,-79;,34:31:c4:13:be:78,-80;,30:b5:c2:6e:9d:af,-80;,50:7e:5d:3d:b6:6c,-80;,ac:e8:7b:14:1c:f8,-81;,60:33:4b:e4:80:67,-82;,34:31:c4:cd:99:1f,-82;,5c:4c:a9:d9:ab:87,-83;,c0:25:06:46:45:ff,-83;,10:c6:1f:2c:54:1e,-84;,1c:74:0d:78:67:77,-87;,cc:ce:1e:50:c2:ac,-88;,00:1d:19:6a:b2:a5,-85;,48:db:50:7e:7d:66,-77;,a0:8d:16:46:6d:63,-84;,,903d185fccf839df
1494340809406,c8:0e:14:94:73:f6,-89;,20:2b:c1:e9:cc:67,-86;,0e:96:d7:b4:63:50,-83;,b4:a5:ef:3a:1e:e4,-78;,f4:06:8d:20:9e:98,-71;,9c:80:df:df:d8:df,-84;,34:31:c4:51:3e:f7,-68;,82:c7:a6:69:1d:3c,-69;,34:31:c4:2a:41:75,-73;,e8:37:7a:1f:db:e4,-75;,24:69:a5:b0:b9:8c,-75;,f0:99:bf:0b:6e:58,-76;,48:db:50:7e:7d:65,-77;,5c:49:79:4f:18:55,-78;,ec:1a:59:95:f7:9a,-79;,34:31:c4:13:be:78,-80;,30:b5:c2:6e:9d:af,-80;,50:7e:5d:3d:b6:6c,-80;,ac:e8:7b:14:1c:f8,-81;,60:33:4b:e4:80:67,-82;,34:31:c4:cd:99:1f,-82;,5c:4c:a9:d9:ab:87,-83;,c0:25:06:46:45:ff,-83;,10:c6:1f:2c:54:1e,-84;,1c:74:0d:78:67:77,-87;,cc:ce:1e:50:c2:ac,-88;,00:1d:19:6a:b2:a5,-85;,48:db:50:7e:7d:66,-77;,a0:8d:16:46:6d:63,-84;,,903d185fccf839df
1494340809694,c8:0e:14:94:73:f6,-89;,20:2b:c1:e9:cc:67,-86;,0e:96:d7:b4:63:50,-83;,b4:a5:ef:3a:1e:e4,-78;,f4:06:8d:20:9e:98,-71;,9c:80:df:df:d8:df,-84;,34:31:c4:51:3e:f7,-68;,82:c7:a6:69:1d:3c,-69;,34:31:c4:2a:41:75,-73;,e8:37:7a:1f:db:e4,-75;,24:69:a5:b0:b9:8c,-75;,f0:99:bf:0b:6e:58,-76;,48:db:50:7e:7d:65,-77;,5c:49:79:4f:18:55,-78;,ec:1a:59:95:f7:9a,-79;,34:31:c4:13:be:78,-80;,30:b5:c2:6e:9d:af,-80;,50:7e:5d:3d:b6:6c,-80;,ac:e8:7b:14:1c:f8,-81;,60:33:4b:e4:80:67,-82;,34:31:c4:cd:99:1f,-82;,5c:4c:a9:d9:ab:87,-83;,c0:25:06:46:45:ff,-83;,10:c6:1f:2c:54:1e,-84;,1c:74:0d:78:67:77,-87;,cc:ce:1e:50:c2:ac,-88;,00:1d:19:6a:b2:a5,-85;,48:db:50:7e:7d:66,-77;,a0:8d:16:46:6d:63,-84;,,903d185fccf839df
